month,lead_organisation,organisation_type,donor,sector,education_level,monitoring_indicator,main_activity,implementing_partner,county,sub_county,start_date,end_date,activity_status,boys,girls,men,women,beneficiary_type,total_reached,comments,source,number_schools,adm1_pcode,indicator_short,sector_reached
September,Jesuit Refugee Service,International NGO,UNHCR,Education,Secondary,indicator 3 # of learners and teachers reached with learning and  teaching materials,"Provision of access to inclusive Secondary Education, distrubution of learning materials",Jesuit Refugee Service,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,2795,1613,7035,3458,Refugees,14901,NA,eie_5ws_september LZO.xlsx,1,KE023,3. Teaching materials,0
September,Jesuit Refugee Service,International NGO,Sports for Peace,Education,Secondary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Training 0f 30 Guidandance and Counselling teachers,Jesuit Refugee Service,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,10,20,Refugees,30,NA,eie_5ws_september LZO.xlsx,1,KE023,5. Educators resilience enhancing,30
September,Finn Church Aid,International NGO,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Children and youth accessing ECD spaces/schools in drought affected areas,Finn Church Aid,Samburu,Samburu East,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,26,28,NA,NA,Vulnerable Residents,54,NA,eie_5ws_september LZO.xlsx,14,KE025,1. Access ECD spaces/schools,54
September,Special Olympics Kenya,National NGO,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Children and youth accessing ECD spaces/schools in drought affected areas,Special Olympics Kenya,Samburu,Samburu North,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,5,9,NA,NA,Persons with Disabilities,14,Children with disabilities enrolled,eie_5ws_september LZO.xlsx,2,KE025,1. Access ECD spaces/schools,14
September,Save the Children,International NGO,EAC,Education,Primary,"indicator 5.2 # of BoM trained on any programme, including resilience",BOM members trained on school based plans and sustainability,Save the Children,Turkana,Turkana North,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,56,10,Vulnerable Residents,66,NA,eie_5ws_september LZO.xlsx,18,KE023,NA,NA
September,Save the Children,International NGO,EAC,Education,Primary,"indicator 5.3 # of government officials trained on any programme, including resilience",Education officers capacity built to monitor  and support teachers on mentorship,Save the Children,Turkana,Turkana North,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,7,2,Vulnerable Residents,9,NA,eie_5ws_september LZO.xlsx,18,KE023,3. Teaching materials,0
September,Save the Children,International NGO,EAC,Education,Primary,"indicator 5.1 # of teachers trained on any programme, including resilience",Teachers trained on inclusive education,Save the Children,Turkana,Turkana North,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,51,8,Vulnerable Residents,59,NA,eie_5ws_september LZO.xlsx,18,KE023,NA,NA
September,Life Skills Promoters,National NGO,EAC,Education,Primary,"indicator 5.3 # of government officials trained on any programme, including resilience",Education officers capacity built on DAA,Lifeskills Promoters,Turkana,Turkana Central,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,6,0,Vulnerable Residents,6,NA,eie_5ws_september LZO.xlsx,NA,KE023,3. Teaching materials,0
September,Life Skills Promoters,National NGO,EAC,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Mentorship sessions for students,Lifeskills Promoters,Turkana,Loima,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,53,52,NA,NA,Vulnerable Residents,105,NA,eie_5ws_september LZO.xlsx,100,KE023,6. Children resilience enhancing,105
September,Finn Church Aid,International NGO,EAC,Education,Primary,"indicator 5.3 # of government officials trained on any programme, including resilience",CSO supported on school monitoring,Finn Church Aid,West Pokot,Pokot Central,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,43,54,Vulnerable Residents,97,NA,eie_5ws_september LZO.xlsx,16,KE024,3. Teaching materials,0
September,Finn Church Aid,International NGO,EAC,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Girls supported with psychosocial skills,Finn Church Aid,West Pokot,Pokot Central,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,130,NA,NA,Vulnerable Residents,130,NA,eie_5ws_september LZO.xlsx,1,KE024,6. Children resilience enhancing,130
September,Special Olympics Kenya,National NGO,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Children and youth accessing ECD spaces/schools in drought affected areas,Special Olympics Kenya,West Pokot,Pokot Central,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,244,165,NA,NA,Persons with Disabilities,409,NA,eie_5ws_september LZO.xlsx,20,KE024,1. Access ECD spaces/schools,409
September,Save the Children,International NGO,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Children and youth accessing ECD spaces/schools in drought affected areas,Save the Children,Turkana,Turkana North and Kibish,2023-08-01T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,3141,2740,NA,NA,Vulnerable Residents,5881,OOSC uploaded on DAA,eie_5ws_september LZO.xlsx,45,KE023,1. Access ECD spaces/schools,5881
September,Finn Church Aid,International NGO,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Children and youth accessing ECD spaces/schools in drought affected areas,Finn Church Aid,West Pokot,"Pokot Central, Pokot North",2023-08-01T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,2778,2587,NA,NA,Vulnerable Residents,5365,OOSC uploaded on DAA,eie_5ws_september LZO.xlsx,50,KE024,1. Access ECD spaces/schools,5365
September,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,chilldren were supported with accelerated education program to catch to ensure their placement in the right grade,Finn Church Aid,Marsabit,Saku,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,43,49,NA,NA,NA,92,NA,EiE_5ws_tempate Septmber29092023.xlsx,60,KE010,1. Access ECD spaces/schools,92
September,UNICEF,United Nations,EAC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Teachers and Education officers were trained on mentsohip activties to support newly enrolled leaners and mitigate agianst school drop out,Finn Church Aid,Marsabit,Mandera East,NA,2023-09-01T00:00:00Z,Completed,20,2,NA,NA,NA,22,NA,EiE_5ws_tempate Septmber29092023.xlsx,60,KE010,5. Educators resilience enhancing,22
September,UNICEF,United Nations,EAC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",School BOM trained on implmentation of sustaibility plans,County Director of Education Wajir,Wajir,"Wajir East, West, and Wajir South",NA,2023-09-01T00:00:00Z,Completed,41,7,NA,NA,NA,48,NA,EiE_5ws_tempate Septmber29092023.xlsx,80,KE008,5. Educators resilience enhancing,48
September,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Moblization of out of school children was done in 2 sub counties of Tana Delta and Tana North to increase school enrolment,Tana North and Tana Delta,Tana River,Tana North and Tana Delta,NA,2023-09-01T00:00:00Z,Completed,200,195,NA,NA,NA,395,NA,EiE_5ws_tempate Septmber29092023.xlsx,60,KE004,1. Access ECD spaces/schools,395
September,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,chilldren were supported with accelerated education program to catch to ensure their placement in the right grade,Tana North and Tana Delta,Tana River,Tana Delta,NA,2023-09-01T00:00:00Z,Completed,18,28,NA,NA,NA,46,NA,EiE_5ws_tempate Septmber29092023.xlsx,20,KE004,1. Access ECD spaces/schools,46
September,Food for the Hungry,International NGO,FHUSA,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of cooking pans and hygienic cups,Food for the Hungry,Meru,Buuri,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,533,458,NA,NA,Vulnerable Residents,991,NA,eie_5ws_tempate_FHK September.xlsx,22,KE012,2. Feeding programmes,991
September,Food for the Hungry,International NGO,FHUSA,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of cooking pans and hygienic cups,Food for the Hungry,Meru,Tigania West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,129,111,NA,NA,Vulnerable Residents,240,NA,eie_5ws_tempate_FHK September.xlsx,5,KE012,2. Feeding programmes,240
September,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of funds for school food,Food for the Hungry,Meru,Buuri,2023-09-01T00:00:00Z,2023-10-01T00:00:00Z,Ongoing,2363,2242,107,194,Vulnerable Residents,4906,NA,eie_5ws_tempate_FHK September.xlsx,21,KE012,2. Feeding programmes,4906
September,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of funds for school food,Food for the Hungry,Meru,Tigania West,2023-09-01T00:00:00Z,2023-10-01T00:00:00Z,Ongoing,381,380,27,24,Vulnerable Residents,812,NA,eie_5ws_tempate_FHK September.xlsx,4,KE012,2. Feeding programmes,812
September,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Rennovation of 5 classrooms,Food for the Hungry,Meru,Buuri,2023-07-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,258,273,10,20,Vulnerable Residents,561,NA,eie_5ws_tempate_FHK September.xlsx,2,KE012,1. Access ECD spaces/schools,561
September,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of food for ECDE learners,Food for the Hungry,Marsabit,Saku,2023-08-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,1549,1489,26,46,Vulnerable Residents,3110,NA,eie_5ws_tempate_FHK September.xlsx,37,KE010,2. Feeding programmes,3110
September,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 4 # of schools with adequate quantites of safe water for drinking and personal hygiene,Water trucking 10000 liters per school,Food for the Hungry,Marsabit,Saku,2023-08-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,1384,1454,41,22,Vulnerable Residents,2901,NA,eie_5ws_tempate_FHK September.xlsx,10,KE010,"4. Safe water, personal hygiene",0
September,Food for the Hungry,International NGO,FHUSA,Education,Secondary,indicator 3 # of learners and teachers reached with learning and  teaching materials,Lab materials and work spaces,Food for the Hungry,Marsabit,Saku,2023-08-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,283,331,3,1,Vulnerable Residents,618,NA,eie_5ws_tempate_FHK September.xlsx,3,KE010,3. Teaching materials,0
September,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 4 # of schools with adequate quantites of safe water for drinking and personal hygiene,Provision of 10000l PVC water tanks,Food for the Hungry,Marsabit,North Horr,2023-08-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,946,741,59,24,Vulnerable Residents,1770,NA,eie_5ws_tempate_FHK September.xlsx,6,KE010,"4. Safe water, personal hygiene",0
September,Food for the Hungry,International NGO,FHUSA,Education,Secondary,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of school foood,Food for the Hungry,Marsabit,Moyale,2023-07-01T00:00:00Z,2023-10-01T00:00:00Z,Ongoing,40,44,NA,NA,Vulnerable Residents,84,NA,eie_5ws_tempate_FHK September.xlsx,1,KE010,2. Feeding programmes,84
September,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of school foood,Food for the Hungry,Marsabit,Moyale,2023-07-01T00:00:00Z,2023-10-01T00:00:00Z,Ongoing,216,193,NA,NA,Vulnerable Residents,409,NA,eie_5ws_tempate_FHK September.xlsx,2,KE010,2. Feeding programmes,409
August,Food for the Hungry,International NGO,FHUK,Education,ECE,indicator 3 # of learners and teachers reached with learning and  teaching materials,Provision of pre-primary work books and rubrics,Food for the Hungry,Meru,Buuri East,2023-01-01T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,331,350,0,34,Vulnerable Residents,715,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,17,KE012,3. Teaching materials,0
August,Food for the Hungry,International NGO,FHUK,Education,ECE,indicator 3 # of learners and teachers reached with learning and  teaching materials,Provision of pre-primary work books and rubrics,Food for the Hungry,Meru,Tigania West,2023-01-01T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,89,94,0,11,Vulnerable Residents,194,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,5,KE012,3. Teaching materials,0
August,Food for the Hungry,International NGO,FHUK,Education,ECE,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Rennovation of Pre-primary classrooms,Food for the Hungry,Meru,Buuri East,2023-06-01T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,56,61,2,12,Vulnerable Residents,131,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,2,KE012,1. Access ECD spaces/schools,131
August,Food for the Hungry,International NGO,FHUK,Education,Secondary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Life skills training and talent mentorship,Food for the Hungry,Meru,Buuri East,2023-01-01T00:00:00Z,2023-07-01T00:00:00Z,Completed,56,41,6,8,Vulnerable Residents,111,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,1,KE012,6. Children resilience enhancing,111
August,Food for the Hungry,International NGO,FHUSA,Education,Secondary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Provision of funds for school feeding,Food for the Hungry,Meru,Buuri East,2023-04-01T00:00:00Z,2023-08-01T00:00:00Z,Ongoing,56,41,6,8,Vulnerable Residents,111,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,1,KE012,1. Access ECD spaces/schools,111
August,Food for the Hungry,International NGO,FHUSA,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Development of school farms for school feeding,Food for the Hungry,Meru,Buuri East,2023-01-01T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,411,380,15,15,Vulnerable Residents,821,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,6,KE012,2. Feeding programmes,821
August,Food for the Hungry,International NGO,FHUSA,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Development of school farms for school feeding,Food for the Hungry,Meru,Tigania West,2023-01-01T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,212,301,10,15,Vulnerable Residents,538,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,2,KE012,2. Feeding programmes,538
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of funds for school feeding,Food for the Hungry,Meru,Buuri,2023-01-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,2611,2509,125,210,Vulnerable Residents,5455,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,23,KE012,2. Feeding programmes,5455
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of funds for school feeding,Food for the Hungry,Meru,Tigania West,2023-01-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,373,388,32,31,Vulnerable Residents,824,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,4,KE012,2. Feeding programmes,824
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Board of management training follow up,Food for the Hungry,Marsabit,North Horr,2023-02-01T00:00:00Z,2023-05-01T00:00:00Z,Completed,0,0,16,2,Vulnerable Residents,18,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,6,KE010,5. Educators resilience enhancing,18
August,Food for the Hungry,International NGO,FHUSA,Education,ECE,indicator 3 # of learners and teachers reached with learning and  teaching materials,Followup on Early childhood Education training follow up,Food for the Hungry,Marsabit,North Horr,2023-01-01T00:00:00Z,2023-05-01T00:00:00Z,Completed,0,0,9,5,Vulnerable Residents,14,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,6,KE010,3. Teaching materials,0
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",children taught on lifeskill lessons,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,1088,927,NA,NA,Vulnerable Residents,2015,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,11,KE010,6. Children resilience enhancing,2015
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",School children provided with desks,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,20,48,NA,NA,Vulnerable Residents,68,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,2,KE010,6. Children resilience enhancing,68
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Rennovation of classrooms,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,56,34,NA,NA,Vulnerable Residents,90,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,2,KE010,1. Access ECD spaces/schools,90
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Supply of sport materials for soccer clubs,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,70,50,NA,NA,Vulnerable Residents,120,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,11,KE010,6. Children resilience enhancing,120
August,Food for the Hungry,International NGO,FHUSA,Education,Secondary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Support high school students with partial schorlaship,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,273,173,NA,NA,Vulnerable Residents,446,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,4,KE010,6. Children resilience enhancing,446
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",medical support for registered children,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,94,130,NA,NA,Vulnerable Residents,224,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,2,KE010,6. Children resilience enhancing,224
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Provision of school uniforms for registered children,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,749,750,NA,NA,Vulnerable Residents,1499,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,10,KE010,6. Children resilience enhancing,1499
August,Food for the Hungry,International NGO,FHUSA,Education,ECE,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Training for ECDE teachers,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,NA,NA,19,4,Vulnerable Residents,23,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,4,KE010,5. Educators resilience enhancing,23
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Training for Board of Management,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,NA,NA,34,27,Vulnerable Residents,61,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,4,KE010,5. Educators resilience enhancing,61
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Training of Local Advisory council on child rights,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,NA,NA,46,41,Vulnerable Residents,87,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,2,KE010,6. Children resilience enhancing,87
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 4 # of schools with adequate quantites of safe water for drinking and personal hygiene,Construction of rain water harvesting structures,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,400,334,NA,NA,Vulnerable Residents,734,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,8,KE010,"4. Safe water, personal hygiene",0
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 2 # of schools/ECD spaces with feeding programmes,provision of food to ECDE centres,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,249,307,NA,NA,Vulnerable Residents,556,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,6,KE010,2. Feeding programmes,556
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 4 # of schools with adequate quantites of safe water for drinking and personal hygiene,Water trucking to schools,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,1660,1908,NA,NA,Vulnerable Residents,3568,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,10,KE010,"4. Safe water, personal hygiene",0
August,Food for the Hungry,International NGO,FHUSA,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of foodstuff,Food for the Hungry,Marsabit,Saku,2023-02-01T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,305,340,22,6,Vulnerable Residents,673,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,5,KE010,2. Feeding programmes,673
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 3 # of learners and teachers reached with learning and  teaching materials,Provision of Learners workbooks and teacher guides,Food for the Hungry,Marsabit,Saku,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,305,340,22,6,Vulnerable Residents,673,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,3,KE010,3. Teaching materials,0
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 4 # of schools with adequate quantites of safe water for drinking and personal hygiene,Installation of roof water harvesting and PVC tank provision,Food for the Hungry,Marsabit,Saku,2023-02-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,830,815,45,12,Vulnerable Residents,1702,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,12,KE010,"4. Safe water, personal hygiene",0
August,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Out-of-School Children Enrolment,Women Educational Researchers of Kenya,Kwale,NA,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Ongoing,394,121,NA,NA,Vulnerable Residents,515,NA,EiE_5ws_tempate_v2_Kwale kajiado Kilifi August.xlsx,NA,KE002,1. Access ECD spaces/schools,515
August,UNESCO,International NGO,Prada,Education,Secondary,indicator 3 # of learners and teachers reached with learning and  teaching materials,"ICT-STEM bootcamps where girls were mentored by STEM role models and introduced to artificial intelligence, coding, robotics, 3D printing, and other foundational 21st century digital skills, with the aim of placing them on track to take up studies and careers in STEM","MoE, KNATCOM, STEM Impact Centre",Kajiado,Kajiado Central,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,0,110,0,0,Vulnerable Residents,110,"The activitvity took place from Aug 14 - 16, 2023",eie_5ws_tempate_v2_unesco_august_2023.xlsx,11,KE034,3. Teaching materials,0
August,UNESCO,International NGO,Prada,Education,Secondary,indicator 3 # of learners and teachers reached with learning and  teaching materials,"ICT-STEM bootcamps where girls were mentored by STEM role models and introduced to artificial intelligence, coding, robotics, 3D printing, and other foundational 21st century digital skills, with the aim of placing them on track to take up studies and careers in STEM","MoE, KNATCOM, STEM Impact Centre",Kwale,Msambweni,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,0,110,0,0,Vulnerable Residents,110,"The activitvity took place from Aug 14 - 16, 2024",eie_5ws_tempate_v2_unesco_august_2023.xlsx,11,KE002,3. Teaching materials,0
August,UNESCO,International NGO,Prada,Education,Secondary,indicator 3 # of learners and teachers reached with learning and  teaching materials,Teachers' training on gender-responsive/ transformative STEM and digital education,"MoE, KNATCOM, STEM Impact Centre",Kajiado,Kajiado Central,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,0,0,15,5,Vulnerable Residents,20,"The activitvity took place from Aug 14 - 16, 2025",eie_5ws_tempate_v2_unesco_august_2023.xlsx,20,KE034,3. Teaching materials,0
August,UNESCO,International NGO,Prada,Education,Secondary,indicator 3 # of learners and teachers reached with learning and  teaching materials,Teachers' training on gender-responsive/ transformative STEM and digital education,"MoE, KNATCOM, STEM Impact Centre",Kwale,Msambweni,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,0,0,9,11,Vulnerable Residents,20,"The activitvity took place from Aug 14 - 16, 2026",eie_5ws_tempate_v2_unesco_august_2023.xlsx,20,KE002,3. Teaching materials,0
August,UNICEF,United Nations,EAC,Education,Primary,indicator 3 # of learners and teachers reached with learning and  teaching materials,Prvision of sanitary pads to girls to support retention,Finn Church Aid,Marsabit,Saku,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,0,90,NA,NA,NA,90,NA,EiE_5ws_template_unicef_mandera_mardabit_isiolo.xlsx,2,KE010,3. Teaching materials,0
August,UNICEF,United Nations,EAC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Teachers trained on digital attendance application,County Director of Education Mandera,Mandera,Mandera East,NA,2023-08-01T00:00:00Z,Completed,77,8,NA,NA,NA,85,NA,EiE_5ws_template_unicef_mandera_mardabit_isiolo.xlsx,33,KE009,5. Educators resilience enhancing,85
August,UNICEF,United Nations,EAC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",School BOM trained on implmentation of sustaibility plans,Lifeskills Promoters,Isiolo,Isiolo North,NA,2023-08-01T00:00:00Z,Completed,74,17,NA,NA,NA,91,NA,EiE_5ws_template_unicef_mandera_mardabit_isiolo.xlsx,22,KE011,5. Educators resilience enhancing,91
September,Lifeskills Promoters,National NGO,UNICEF - EiE,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Mobilization, Identification and enrollment of School Children back to School.",Lifeskills Promoters,Turkana,Loima,2023-09-02T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,2,0,NA,NA,Vulnerable Residents,2,Identification of OOSC at community level ongoing,EiE_5ws_template_v2_September_LISP 2023 Report.xlsx,1,KE023,1. Access ECD spaces/schools,2
September,Finn Church Aid,International NGO,UNHCR,Education,ECE,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Learners enrolled across 8 ECE Centres supported by FCA,Finn Church Aid,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,2915,2615,NA,NA,Refugees,5530,Number of learners enrolled across 8 ECD centres and benefitting from child friendly and safe learning environment.,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,1. Access ECD spaces/schools,5530
