month,county,sub_indicator,value,char_value,sex_modifier,beneficiary_group,age_modifier,unicef_indicator_number,unicef_indicator
March,West Pokot,indicator1_refugees_boys,0,0,male,refugees,children,1,1. OOSC accessing formal education
March,West Pokot,indicator1_refugees_girls,0,0,female,refugees,children,1,1. OOSC accessing formal education
March,West Pokot,indicator1_cwd_total_children,0,0,total,cwd,children,1,1. OOSC accessing formal education
March,West Pokot,indicator1_cwd_boys,0,0,male,cwd,children,1,1. OOSC accessing formal education
March,West Pokot,indicator1_cwd_girls,0,0,female,cwd,children,1,1. OOSC accessing formal education
March,West Pokot,indicator1_narrative,NA,"Rigorous school and community based OOSC enrolment drives were conducted through child-to-child, door-to-door approaches, and public gatherings (barazas).",NA,NA,NA,1,1. OOSC accessing formal education
March,West Pokot,indicator2_all_total_children,0,0,total,all,children,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_all_boys,0,0,male,all,children,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_all_girls,0,0,female,all,children,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_host_community_total_children,0,0,total,host_community,children,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_host_community_boys,0,0,male,host_community,children,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_host_community_girls,0,0,female,host_community,children,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_idps_total_children,0,0,total,idps,children,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_idps_boys,0,0,male,idps,children,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_idps_girls,0,0,female,idps,children,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_refugees_total_children,0,0,total,refugees,children,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_refugees_boys,0,0,male,refugees,children,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_refugees_girls,0,0,female,refugees,children,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_cwd_total_children,0,0,total,cwd,children,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_cwd_boys,0,0,male,cwd,children,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_cwd_girls,0,0,female,cwd,children,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_new_latrines,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_rehabiltated_latrines,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_new_classrooms,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_rehabilitated_classrooms,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator2_narrative,NA,"NA",NA,NA,NA,2,2. Children benefiting from child-friendly environment
March,West Pokot,indicator3_all_total_children,0,0,total,all,children,3,3. Children who receive assistance to continue learning
March,West Pokot,indicator3_all_boys,0,0,male,all,children,3,3. Children who receive assistance to continue learning
March,West Pokot,indicator3_all_girls,0,0,female,all,children,3,3. Children who receive assistance to continue learning
March,West Pokot,indicator3_host_community_total_children,0,0,total,host_community,children,3,3. Children who receive assistance to continue learning
March,West Pokot,indicator3_host_community_boys,0,0,male,host_community,children,3,3. Children who receive assistance to continue learning
March,West Pokot,indicator3_host_community_girls,0,0,female,host_community,children,3,3. Children who receive assistance to continue learning
March,West Pokot,indicator3_idps_total_children,0,0,total,idps,children,3,3. Children who receive assistance to continue learning
March,West Pokot,indicator3_idps_boys,0,0,male,idps,children,3,3. Children who receive assistance to continue learning
March,West Pokot,indicator3_idps_girls,0,0,female,idps,children,3,3. Children who receive assistance to continue learning
March,West Pokot,indicator3_refugees_total_children,0,0,total,refugees,children,3,3. Children who receive assistance to continue learning
March,West Pokot,indicator3_refugees_boys,0,0,male,refugees,children,3,3. Children who receive assistance to continue learning
March,West Pokot,indicator3_refugees_girls,0,0,female,refugees,children,3,3. Children who receive assistance to continue learning
March,West Pokot,indicator3_cwd_total_children,0,0,total,cwd,children,3,3. Children who receive assistance to continue learning
March,West Pokot,indicator3_cwd_boys,0,0,male,cwd,children,3,3. Children who receive assistance to continue learning
March,West Pokot,indicator3_cwd_girls,0,0,female,cwd,children,3,3. Children who receive assistance to continue learning
March,West Pokot,indicator3_narrative,NA,"NA",NA,NA,NA,3,3. Children who receive assistance to continue learning
March,West Pokot,indicator4_all_total_adults,0,0,total,all,adults,4,4. Teachers trained resilience programmes
March,West Pokot,indicator4_all_male,0,0,male,all,adults,4,4. Teachers trained resilience programmes
March,West Pokot,indicator4_all_female,0,0,female,all,adults,4,4. Teachers trained resilience programmes
March,West Pokot,indicator4_host_community_total_adults,0,0,total,host_community,adults,4,4. Teachers trained resilience programmes
March,West Pokot,indicator4_host_community_male,0,0,male,host_community,adults,4,4. Teachers trained resilience programmes
March,West Pokot,indicator4_host_community_female,0,0,female,host_community,adults,4,4. Teachers trained resilience programmes
March,West Pokot,indicator4_idps_total_adults,0,0,total,idps,adults,4,4. Teachers trained resilience programmes
March,West Pokot,indicator4_idps_male,0,0,male,idps,adults,4,4. Teachers trained resilience programmes
March,West Pokot,indicator4_idps_female,0,0,female,idps,adults,4,4. Teachers trained resilience programmes
March,West Pokot,indicator4_refugees_total_adults,0,0,total,refugees,adults,4,4. Teachers trained resilience programmes
March,West Pokot,indicator4_refugees_male,0,0,male,refugees,adults,4,4. Teachers trained resilience programmes
March,West Pokot,indicator4_refugees_female,0,0,female,refugees,adults,4,4. Teachers trained resilience programmes
March,West Pokot,indicator4_narrative,NA,"NA",NA,NA,NA,4,4. Teachers trained resilience programmes
March,West Pokot,indicator5_all_total_adults,45,45,total,all,adults,5,5. BoM trained resilience programmes
March,West Pokot,indicator5_all_male,37,37,male,all,adults,5,5. BoM trained resilience programmes
March,West Pokot,indicator5_all_female,8,8,female,all,adults,5,5. BoM trained resilience programmes
March,West Pokot,indicator5_host_community_total_adults,45,45,total,host_community,adults,5,5. BoM trained resilience programmes
March,West Pokot,indicator5_host_community_male,37,37,male,host_community,adults,5,5. BoM trained resilience programmes
March,West Pokot,indicator5_host_community_female,8,8,female,host_community,adults,5,5. BoM trained resilience programmes
March,West Pokot,indicator5_idps_total_adults,0,0,total,idps,adults,5,5. BoM trained resilience programmes
March,West Pokot,indicator5_idps_male,0,0,male,idps,adults,5,5. BoM trained resilience programmes
March,West Pokot,indicator5_idps_female,0,0,female,idps,adults,5,5. BoM trained resilience programmes
March,West Pokot,indicator5_refugees_total_adults,0,0,total,refugees,adults,5,5. BoM trained resilience programmes
March,West Pokot,indicator5_refugees_male,0,0,male,refugees,adults,5,5. BoM trained resilience programmes
March,West Pokot,indicator5_refugees_female,0,0,female,refugees,adults,5,5. BoM trained resilience programmes
March,West Pokot,indicator5_narrative,NA,School Board Of Management (BOM) members from OOSC project schools were trained on leadership and development of the School Improvement Plan (SIP).,NA,NA,NA,5,5. BoM trained resilience programmes
March,West Pokot,indicator6_all_total_adults,0,0,total,all,adults,6,6. Govt. officials trained
March,West Pokot,indicator6_all_male,0,0,male,all,adults,6,6. Govt. officials trained
March,West Pokot,indicator6_all_female,0,0,female,all,adults,6,6. Govt. officials trained
March,West Pokot,indicator6_narrative,NA,"NA",NA,NA,NA,6,6. Govt. officials trained
March,West Pokot,indicator7_all_total_children,0,0,total,all,children,7,7. Children life skills mentorship
March,West Pokot,indicator7_all_boys,0,0,male,all,children,7,7. Children life skills mentorship
March,West Pokot,indicator7_all_girls,0,0,female,all,children,7,7. Children life skills mentorship
March,West Pokot,indicator7_host_community_total_children,0,0,total,host_community,children,7,7. Children life skills mentorship
March,West Pokot,indicator7_host_community_boys,0,0,male,host_community,children,7,7. Children life skills mentorship
March,West Pokot,indicator7_host_community_girls,0,0,female,host_community,children,7,7. Children life skills mentorship
March,West Pokot,indicator7_idps_total_children,0,0,total,idps,children,7,7. Children life skills mentorship
March,West Pokot,indicator7_idps_boys,0,0,male,idps,children,7,7. Children life skills mentorship
March,West Pokot,indicator7_idps_girls,0,0,female,idps,children,7,7. Children life skills mentorship
March,West Pokot,indicator7_refugees_total_children,0,0,total,refugees,children,7,7. Children life skills mentorship
March,West Pokot,indicator7_refugees_boys,0,0,male,refugees,children,7,7. Children life skills mentorship
March,West Pokot,indicator7_refugees_girls,0,0,female,refugees,children,7,7. Children life skills mentorship
March,West Pokot,indicator7_cwd_total_children,0,0,total,cwd,children,7,7. Children life skills mentorship
March,West Pokot,indicator7_cwd_boys,0,0,male,cwd,children,7,7. Children life skills mentorship
March,West Pokot,indicator7_cwd_girls,0,0,female,cwd,children,7,7. Children life skills mentorship
March,West Pokot,indicator7_narrative,NA,"NA",NA,NA,NA,7,7. Children life skills mentorship
April,West Pokot,indicator1_all_total_children,2875,2875,total,all,children,1,1. OOSC accessing formal education
April,West Pokot,indicator1_all_boys,1470,1470,male,all,children,1,1. OOSC accessing formal education
April,West Pokot,indicator1_all_girls,1405,1405,female,all,children,1,1. OOSC accessing formal education
April,West Pokot,indicator1_host_community_total_children,2875,0,total,host_community,children,1,1. OOSC accessing formal education
April,West Pokot,indicator1_host_community_boys,1470,1470,male,host_community,children,1,1. OOSC accessing formal education
April,West Pokot,indicator1_host_community_girls,1405,1405,female,host_community,children,1,1. OOSC accessing formal education
April,West Pokot,indicator1_idps_total_children,0,0,total,idps,children,1,1. OOSC accessing formal education
April,West Pokot,indicator1_idps_boys,0,0,male,idps,children,1,1. OOSC accessing formal education
April,West Pokot,indicator1_idps_girls,0,0,female,idps,children,1,1. OOSC accessing formal education
April,West Pokot,indicator1_refugees_total_children,0,0,total,refugees,children,1,1. OOSC accessing formal education
April,West Pokot,indicator1_refugees_boys,0,0,male,refugees,children,1,1. OOSC accessing formal education
April,West Pokot,indicator1_refugees_girls,0,0,female,refugees,children,1,1. OOSC accessing formal education
April,West Pokot,indicator1_cwd_total_children,250,250,total,cwd,children,1,1. OOSC accessing formal education
April,West Pokot,indicator1_cwd_boys,110,110,male,cwd,children,1,1. OOSC accessing formal education
April,West Pokot,indicator1_cwd_girls,140,140,female,cwd,children,1,1. OOSC accessing formal education
April,West Pokot,indicator1_narrative,NA,Enrolment drive campaigns at school level towards improved re-enrolment of OOSC,NA,NA,NA,1,1. OOSC accessing formal education
April,West Pokot,indicator2_all_total_children,0,0,total,all,children,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_all_boys,0,0,male,all,children,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_all_girls,0,0,female,all,children,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_host_community_total_children,0,0,total,host_community,children,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_host_community_boys,0,0,male,host_community,children,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_host_community_girls,0,0,female,host_community,children,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_idps_total_children,0,0,total,idps,children,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_idps_boys,0,0,male,idps,children,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_idps_girls,0,0,female,idps,children,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_refugees_total_children,0,0,total,refugees,children,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_refugees_boys,0,0,male,refugees,children,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_refugees_girls,0,0,female,refugees,children,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_cwd_total_children,0,0,total,cwd,children,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_cwd_boys,0,0,male,cwd,children,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_cwd_girls,0,0,female,cwd,children,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_new_latrines,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_rehabiltated_latrines,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_new_classrooms,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_rehabilitated_classrooms,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator2_narrative,NA,"NA",NA,NA,NA,2,2. Children benefiting from child-friendly environment
April,West Pokot,indicator3_all_total_children,0,0,total,all,children,3,3. Children who receive assistance to continue learning
April,West Pokot,indicator3_all_boys,0,0,male,all,children,3,3. Children who receive assistance to continue learning
April,West Pokot,indicator3_all_girls,0,0,female,all,children,3,3. Children who receive assistance to continue learning
April,West Pokot,indicator3_host_community_total_children,0,0,total,host_community,children,3,3. Children who receive assistance to continue learning
April,West Pokot,indicator3_host_community_boys,0,0,male,host_community,children,3,3. Children who receive assistance to continue learning
April,West Pokot,indicator3_host_community_girls,0,0,female,host_community,children,3,3. Children who receive assistance to continue learning
April,West Pokot,indicator3_idps_total_children,0,0,total,idps,children,3,3. Children who receive assistance to continue learning
April,West Pokot,indicator3_idps_boys,0,0,male,idps,children,3,3. Children who receive assistance to continue learning
April,West Pokot,indicator3_idps_girls,0,0,female,idps,children,3,3. Children who receive assistance to continue learning
April,West Pokot,indicator3_refugees_total_children,0,0,total,refugees,children,3,3. Children who receive assistance to continue learning
April,West Pokot,indicator3_refugees_boys,0,0,male,refugees,children,3,3. Children who receive assistance to continue learning
April,West Pokot,indicator3_refugees_girls,0,0,female,refugees,children,3,3. Children who receive assistance to continue learning
April,West Pokot,indicator3_cwd_total_children,0,0,total,cwd,children,3,3. Children who receive assistance to continue learning
April,West Pokot,indicator3_cwd_boys,0,0,male,cwd,children,3,3. Children who receive assistance to continue learning
April,West Pokot,indicator3_cwd_girls,0,0,female,cwd,children,3,3. Children who receive assistance to continue learning
April,West Pokot,indicator3_narrative,NA,"NA",NA,NA,NA,3,3. Children who receive assistance to continue learning
April,West Pokot,indicator4_all_total_adults,29,29,total,all,adults,4,4. Teachers trained resilience programmes
April,West Pokot,indicator4_all_male,10,10,male,all,adults,4,4. Teachers trained resilience programmes
April,West Pokot,indicator4_all_female,19,19,female,all,adults,4,4. Teachers trained resilience programmes
April,West Pokot,indicator4_host_community_total_adults,29,29,total,host_community,adults,4,4. Teachers trained resilience programmes
April,West Pokot,indicator4_host_community_male,10,10,male,host_community,adults,4,4. Teachers trained resilience programmes
April,West Pokot,indicator4_host_community_female,19,19,female,host_community,adults,4,4. Teachers trained resilience programmes
April,West Pokot,indicator4_idps_total_adults,0,0,total,idps,adults,4,4. Teachers trained resilience programmes
April,West Pokot,indicator4_idps_male,0,0,male,idps,adults,4,4. Teachers trained resilience programmes
April,West Pokot,indicator4_idps_female,0,0,female,idps,adults,4,4. Teachers trained resilience programmes
April,West Pokot,indicator4_refugees_total_adults,0,0,total,refugees,adults,4,4. Teachers trained resilience programmes
April,West Pokot,indicator4_refugees_male,0,0,male,refugees,adults,4,4. Teachers trained resilience programmes
April,West Pokot,indicator4_refugees_female,0,0,female,refugees,adults,4,4. Teachers trained resilience programmes
April,West Pokot,indicator4_narrative,NA,"Secondary school teachers in have been trained on Mentorship, Mental Health and Psychosocial support",NA,NA,NA,4,4. Teachers trained resilience programmes
April,West Pokot,indicator5_all_total_adults,0,0,total,all,adults,5,5. BoM trained resilience programmes
April,West Pokot,indicator5_all_male,0,0,male,all,adults,5,5. BoM trained resilience programmes
April,West Pokot,indicator5_all_female,0,0,female,all,adults,5,5. BoM trained resilience programmes
April,West Pokot,indicator5_host_community_total_adults,0,0,total,host_community,adults,5,5. BoM trained resilience programmes
April,West Pokot,indicator5_host_community_male,0,0,male,host_community,adults,5,5. BoM trained resilience programmes
April,West Pokot,indicator5_host_community_female,0,0,female,host_community,adults,5,5. BoM trained resilience programmes
April,West Pokot,indicator5_idps_total_adults,0,0,total,idps,adults,5,5. BoM trained resilience programmes
April,West Pokot,indicator5_idps_male,0,0,male,idps,adults,5,5. BoM trained resilience programmes
April,West Pokot,indicator5_idps_female,0,0,female,idps,adults,5,5. BoM trained resilience programmes
April,West Pokot,indicator5_refugees_total_adults,0,0,total,refugees,adults,5,5. BoM trained resilience programmes
April,West Pokot,indicator5_refugees_male,0,0,male,refugees,adults,5,5. BoM trained resilience programmes
April,West Pokot,indicator5_refugees_female,0,0,female,refugees,adults,5,5. BoM trained resilience programmes
April,West Pokot,indicator5_narrative,NA,"NA",NA,NA,NA,5,5. BoM trained resilience programmes
April,West Pokot,indicator6_all_total_adults,0,0,total,all,adults,6,6. Govt. officials trained
April,West Pokot,indicator6_all_male,0,0,male,all,adults,6,6. Govt. officials trained
April,West Pokot,indicator6_all_female,0,0,female,all,adults,6,6. Govt. officials trained
April,West Pokot,indicator6_narrative,NA,"NA",NA,NA,NA,6,6. Govt. officials trained
April,West Pokot,indicator7_all_total_children,0,0,total,all,children,7,7. Children life skills mentorship
April,West Pokot,indicator7_all_boys,0,0,male,all,children,7,7. Children life skills mentorship
April,West Pokot,indicator7_all_girls,0,0,female,all,children,7,7. Children life skills mentorship
April,West Pokot,indicator7_host_community_total_children,0,0,total,host_community,children,7,7. Children life skills mentorship
April,West Pokot,indicator7_host_community_boys,0,0,male,host_community,children,7,7. Children life skills mentorship
April,West Pokot,indicator7_host_community_girls,0,0,female,host_community,children,7,7. Children life skills mentorship
April,West Pokot,indicator7_idps_total_children,0,0,total,idps,children,7,7. Children life skills mentorship
April,West Pokot,indicator7_idps_boys,0,0,male,idps,children,7,7. Children life skills mentorship
April,West Pokot,indicator7_idps_girls,0,0,female,idps,children,7,7. Children life skills mentorship
April,West Pokot,indicator7_refugees_total_children,0,0,total,refugees,children,7,7. Children life skills mentorship
April,West Pokot,indicator7_refugees_boys,0,0,male,refugees,children,7,7. Children life skills mentorship
April,West Pokot,indicator7_refugees_girls,0,0,female,refugees,children,7,7. Children life skills mentorship
April,West Pokot,indicator7_cwd_total_children,0,0,total,cwd,children,7,7. Children life skills mentorship
April,West Pokot,indicator7_cwd_boys,0,0,male,cwd,children,7,7. Children life skills mentorship
April,West Pokot,indicator7_cwd_girls,0,0,female,cwd,children,7,7. Children life skills mentorship
April,West Pokot,indicator7_narrative,NA,"NA",NA,NA,NA,7,7. Children life skills mentorship
May,West Pokot,indicator1_all_total_children,44,44,total,all,children,1,1. OOSC accessing formal education
May,West Pokot,indicator1_all_boys,28,28,male,all,children,1,1. OOSC accessing formal education
May,West Pokot,indicator1_all_girls,16,16,female,all,children,1,1. OOSC accessing formal education
May,West Pokot,indicator1_host_community_total_children,44,0,total,host_community,children,1,1. OOSC accessing formal education
May,West Pokot,indicator1_host_community_boys,28,28,male,host_community,children,1,1. OOSC accessing formal education
May,West Pokot,indicator1_host_community_girls,16,16,female,host_community,children,1,1. OOSC accessing formal education
May,West Pokot,indicator1_idps_total_children,0,0,total,idps,children,1,1. OOSC accessing formal education
May,West Pokot,indicator1_idps_boys,0,0,male,idps,children,1,1. OOSC accessing formal education
May,West Pokot,indicator1_idps_girls,0,0,female,idps,children,1,1. OOSC accessing formal education
May,West Pokot,indicator1_refugees_total_children,0,0,total,refugees,children,1,1. OOSC accessing formal education
May,West Pokot,indicator1_refugees_boys,0,0,male,refugees,children,1,1. OOSC accessing formal education
May,West Pokot,indicator1_refugees_girls,0,0,female,refugees,children,1,1. OOSC accessing formal education
May,West Pokot,indicator1_cwd_total_children,0,0,total,cwd,children,1,1. OOSC accessing formal education
May,West Pokot,indicator1_cwd_boys,0,0,male,cwd,children,1,1. OOSC accessing formal education
May,West Pokot,indicator1_cwd_girls,0,0,female,cwd,children,1,1. OOSC accessing formal education
May,West Pokot,indicator1_narrative,NA,"NA",NA,NA,NA,1,1. OOSC accessing formal education
May,West Pokot,indicator2_all_total_children,0,0,total,all,children,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_all_boys,0,0,male,all,children,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_all_girls,0,0,female,all,children,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_host_community_total_children,0,0,total,host_community,children,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_host_community_boys,0,0,male,host_community,children,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_host_community_girls,0,0,female,host_community,children,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_idps_total_children,0,0,total,idps,children,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_idps_boys,0,0,male,idps,children,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_idps_girls,0,0,female,idps,children,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_refugees_total_children,0,0,total,refugees,children,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_refugees_boys,0,0,male,refugees,children,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_refugees_girls,0,0,female,refugees,children,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_cwd_total_children,0,0,total,cwd,children,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_cwd_boys,0,0,male,cwd,children,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_cwd_girls,0,0,female,cwd,children,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_new_latrines,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_rehabiltated_latrines,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_new_classrooms,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_rehabilitated_classrooms,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator2_narrative,NA,"NA",NA,NA,NA,2,2. Children benefiting from child-friendly environment
May,West Pokot,indicator3_all_total_children,0,0,total,all,children,3,3. Children who receive assistance to continue learning
May,West Pokot,indicator3_all_boys,0,0,male,all,children,3,3. Children who receive assistance to continue learning
May,West Pokot,indicator3_all_girls,0,0,female,all,children,3,3. Children who receive assistance to continue learning
May,West Pokot,indicator3_host_community_total_children,0,0,total,host_community,children,3,3. Children who receive assistance to continue learning
May,West Pokot,indicator3_host_community_boys,0,0,male,host_community,children,3,3. Children who receive assistance to continue learning
May,West Pokot,indicator3_host_community_girls,0,0,female,host_community,children,3,3. Children who receive assistance to continue learning
May,West Pokot,indicator3_idps_total_children,0,0,total,idps,children,3,3. Children who receive assistance to continue learning
May,West Pokot,indicator3_idps_boys,0,0,male,idps,children,3,3. Children who receive assistance to continue learning
May,West Pokot,indicator3_idps_girls,0,0,female,idps,children,3,3. Children who receive assistance to continue learning
May,West Pokot,indicator3_refugees_total_children,0,0,total,refugees,children,3,3. Children who receive assistance to continue learning
May,West Pokot,indicator3_refugees_boys,0,0,male,refugees,children,3,3. Children who receive assistance to continue learning
May,West Pokot,indicator3_refugees_girls,0,0,female,refugees,children,3,3. Children who receive assistance to continue learning
May,West Pokot,indicator3_cwd_total_children,0,0,total,cwd,children,3,3. Children who receive assistance to continue learning
May,West Pokot,indicator3_cwd_boys,0,0,male,cwd,children,3,3. Children who receive assistance to continue learning
May,West Pokot,indicator3_cwd_girls,0,0,female,cwd,children,3,3. Children who receive assistance to continue learning
May,West Pokot,indicator3_narrative,NA,"NA",NA,NA,NA,3,3. Children who receive assistance to continue learning
May,West Pokot,indicator4_all_total_adults,0,0,total,all,adults,4,4. Teachers trained resilience programmes
May,West Pokot,indicator4_all_male,0,0,male,all,adults,4,4. Teachers trained resilience programmes
May,West Pokot,indicator4_all_female,0,0,female,all,adults,4,4. Teachers trained resilience programmes
May,West Pokot,indicator4_host_community_total_adults,0,0,total,host_community,adults,4,4. Teachers trained resilience programmes
May,West Pokot,indicator4_host_community_male,0,0,male,host_community,adults,4,4. Teachers trained resilience programmes
May,West Pokot,indicator4_host_community_female,0,0,female,host_community,adults,4,4. Teachers trained resilience programmes
May,West Pokot,indicator4_idps_total_adults,0,0,total,idps,adults,4,4. Teachers trained resilience programmes
May,West Pokot,indicator4_idps_male,0,0,male,idps,adults,4,4. Teachers trained resilience programmes
May,West Pokot,indicator4_idps_female,0,0,female,idps,adults,4,4. Teachers trained resilience programmes
May,West Pokot,indicator4_refugees_total_adults,0,0,total,refugees,adults,4,4. Teachers trained resilience programmes
May,West Pokot,indicator4_refugees_male,0,0,male,refugees,adults,4,4. Teachers trained resilience programmes
May,West Pokot,indicator4_refugees_female,0,0,female,refugees,adults,4,4. Teachers trained resilience programmes
May,West Pokot,indicator4_narrative,NA,"NA",NA,NA,NA,4,4. Teachers trained resilience programmes
May,West Pokot,indicator5_all_total_adults,0,0,total,all,adults,5,5. BoM trained resilience programmes
May,West Pokot,indicator5_all_male,0,0,male,all,adults,5,5. BoM trained resilience programmes
May,West Pokot,indicator5_all_female,0,0,female,all,adults,5,5. BoM trained resilience programmes
May,West Pokot,indicator5_host_community_total_adults,0,0,total,host_community,adults,5,5. BoM trained resilience programmes
May,West Pokot,indicator5_host_community_male,0,0,male,host_community,adults,5,5. BoM trained resilience programmes
May,West Pokot,indicator5_host_community_female,0,0,female,host_community,adults,5,5. BoM trained resilience programmes
May,West Pokot,indicator5_idps_total_adults,0,0,total,idps,adults,5,5. BoM trained resilience programmes
May,West Pokot,indicator5_idps_male,0,0,male,idps,adults,5,5. BoM trained resilience programmes
May,West Pokot,indicator5_idps_female,0,0,female,idps,adults,5,5. BoM trained resilience programmes
May,West Pokot,indicator5_refugees_total_adults,0,0,total,refugees,adults,5,5. BoM trained resilience programmes
May,West Pokot,indicator5_refugees_male,0,0,male,refugees,adults,5,5. BoM trained resilience programmes
May,West Pokot,indicator5_refugees_female,0,0,female,refugees,adults,5,5. BoM trained resilience programmes
May,West Pokot,indicator5_narrative,NA,"NA",NA,NA,NA,5,5. BoM trained resilience programmes
May,West Pokot,indicator6_all_total_adults,0,0,total,all,adults,6,6. Govt. officials trained
May,West Pokot,indicator6_all_male,0,0,male,all,adults,6,6. Govt. officials trained
May,West Pokot,indicator6_all_female,0,0,female,all,adults,6,6. Govt. officials trained
May,West Pokot,indicator6_narrative,NA,"NA",NA,NA,NA,6,6. Govt. officials trained
May,West Pokot,indicator7_all_total_children,0,0,total,all,children,7,7. Children life skills mentorship
May,West Pokot,indicator7_all_boys,0,0,male,all,children,7,7. Children life skills mentorship
May,West Pokot,indicator7_all_girls,0,0,female,all,children,7,7. Children life skills mentorship
May,West Pokot,indicator7_host_community_total_children,0,0,total,host_community,children,7,7. Children life skills mentorship
May,West Pokot,indicator7_host_community_boys,0,0,male,host_community,children,7,7. Children life skills mentorship
May,West Pokot,indicator7_host_community_girls,0,0,female,host_community,children,7,7. Children life skills mentorship
May,West Pokot,indicator7_idps_total_children,0,0,total,idps,children,7,7. Children life skills mentorship
May,West Pokot,indicator7_idps_boys,0,0,male,idps,children,7,7. Children life skills mentorship
May,West Pokot,indicator7_idps_girls,0,0,female,idps,children,7,7. Children life skills mentorship
May,West Pokot,indicator7_refugees_total_children,0,0,total,refugees,children,7,7. Children life skills mentorship
May,West Pokot,indicator7_refugees_boys,0,0,male,refugees,children,7,7. Children life skills mentorship
May,West Pokot,indicator7_refugees_girls,0,0,female,refugees,children,7,7. Children life skills mentorship
May,West Pokot,indicator7_cwd_total_children,0,0,total,cwd,children,7,7. Children life skills mentorship
May,West Pokot,indicator7_cwd_boys,0,0,male,cwd,children,7,7. Children life skills mentorship
May,West Pokot,indicator7_cwd_girls,0,0,female,cwd,children,7,7. Children life skills mentorship
May,West Pokot,indicator7_narrative,NA,"NA",NA,NA,NA,7,7. Children life skills mentorship
June,West Pokot,indicator1_all_total_children,1223,1223,total,all,children,1,1. OOSC accessing formal education
June,West Pokot,indicator1_all_boys,559,559,male,all,children,1,1. OOSC accessing formal education
June,West Pokot,indicator1_all_girls,664,664,female,all,children,1,1. OOSC accessing formal education
