month,lead_organisation,organisation_type,donor,sector,education_level,indicator,activity,implementing_partner,county,sub_county,start_date,end_date,activity_status,boys,girls,men,women,beneficiary_type,total_reached,comments,source,number_schools,adm1_pcode,indicator_short,sector_reached
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Support head teachers and teachers to develop and implement extra lessons for remedial catch up classes targeting enrolled drop-out children,Save the Children,Turkana,Turkana North,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,8,1,Vulnerable Residents,9,Provide Teachers' incentives to support largely understaffed schools and accelerated education programmes for late-entry/over aged OOSC,eie_5ws_save_the_children_september.xlsx,9,KE023,5. Educators resilience enhancing,9
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Support head teachers and teachers to develop and implement extra lessons for remedial catch up classes targeting enrolled drop-out children,Save the Children,Turkana,Loima,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,8,1,Vulnerable Residents,9,Provide Teachers' incentives to support largely understaffed schools and accelerated education programmes for late-entry/over aged OOSC,eie_5ws_save_the_children_september.xlsx,9,KE023,5. Educators resilience enhancing,9
September,Save the Children,International NGO,ECHO,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Training school children on resilience,Save the Children,Garissa,Dadaab,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,78,97,0,0,Refugees,175,These are children trained on resilience as part of the child protection program for the ECHO project in Kakuma,eie_5ws_save_the_children_september.xlsx,12,KE007,6. Children resilience enhancing,175
September,Save the Children,International NGO,ECHO,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Providing learners with psychosocial support,Save the Children,Garissa,Dadaab,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,18,20,0,0,Refugees,38,These are children in school provided with psychosocial support in Dadaab,eie_5ws_save_the_children_september.xlsx,14,KE007,6. Children resilience enhancing,38
September,Save the Children,International NGO,ECHO,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enroll learners in school to access education,Save the Children,Garissa,Dadaab,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,30,18,0,0,Refugees,48,These are new learners enrolled in the learning centers within the month,eie_5ws_save_the_children_september.xlsx,14,KE007,1. Access ECD spaces/schools,48
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct an OOSC enrolment campaign through child-to-child, door-to-door approaches and public gatherings (barazas)",Save the Children,Wajir,Eldas,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,390,302,NA,NA,Vulnerable Residents,692,Two enrollment drive was conducted in wajir for the target sub counties for the month of sptember. And children who were out of school were brought back.,eie_5ws_save_the_children_september.xlsx,32,KE008,1. Access ECD spaces/schools,692
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct an OOSC enrolment campaign through child-to-child, door-to-door approaches and public gatherings (barazas)",Save the Children,Wajir,Wajir North,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,108,212,NA,NA,Vulnerable Residents,320,Two enrollment drive was conducted in wajir for the target sub counties for the month of sptember. And children who were out of school were brought back.,eie_5ws_save_the_children_september.xlsx,28,KE008,1. Access ECD spaces/schools,320
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct an OOSC enrolment campaign through child-to-child, door-to-door approaches and public gatherings (barazas)",Save the Children,Wajir,Wajir South,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,254,204,NA,NA,Vulnerable Residents,458,Two enrollment drive was conducted in wajir for the target sub counties for the month of sptember. And children who were out of school were brought back.,eie_5ws_save_the_children_september.xlsx,19,KE008,1. Access ECD spaces/schools,458
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct an OOSC enrolment campaign through child-to-child, door-to-door approaches and public gatherings (barazas)",Save the Children,Turkana,Turkana North,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,496,444,NA,NA,Vulnerable Residents,940,Enrollment drives were conducted both in Kibish and Tirkana North to moblise OOSC back to school. 940 learners in Turkana North were retruned back to school and enrollned in DAA,eie_5ws_save_the_children_september.xlsx,22,KE023,1. Access ECD spaces/schools,940
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct an OOSC enrolment campaign through child-to-child, door-to-door approaches and public gatherings (barazas)",Save the Children,Turkana,Turkana Central,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,400,352,NA,NA,Vulnerable Residents,752,Enrollment drives were conducted both in Kibish and Tirkana North to moblise OOSC back to school. 752 learners in Kibish were retruned back to school and enrolled in DAA,eie_5ws_save_the_children_september.xlsx,18,KE023,1. Access ECD spaces/schools,752
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct an OOSC enrolment campaign through child-to-child, door-to-door approaches and public gatherings (barazas)",Save the Children,Baringo,Tiaty,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,119,99,NA,NA,Vulnerable Residents,218,"The project organised and coordinated 3 enrolment drives in the two sub counties. Through this activity, the project was able to enroll a total of 218 (99Girls 119Boys) OOSC in Tiaty East",eie_5ws_save_the_children_september.xlsx,12,KE030,1. Access ECD spaces/schools,218
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct an OOSC enrolment campaign through child-to-child, door-to-door approaches and public gatherings (barazas)",Save the Children,Baringo,Baringo Central,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,97,85,NA,NA,Vulnerable Residents,182,"The project organised and coordinated 3 enrolment drives in the two sub counties. Through this activity, the project was able to enroll a total of 182 (85Girls 97Boys) OOSC in Marigat",eie_5ws_save_the_children_september.xlsx,16,KE030,1. Access ECD spaces/schools,182
April,Population Council,International NGO,Wellspring Philanthropic Fund,Education,All Basic Education,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Household visits coupled with school re-entry policy sensitization (of families and schools) to foster out-of-school parenting and pregnant girls' return to school,Homa Bay County,Homa Bay,All subcounties,2022-01-01T00:00:00Z,2022-04-01T00:00:00Z,Completed,301,401,4000,1000,Vulnerable Residents,5702,NA,eie_5ws_save_the_children_september.xlsx,NA,KE043,1. Access ECD spaces/schools,5702
September,Windle International,International NGO,PROSPECTS/ECHO,Education,Secondary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,12 secondary school teachers on board supporting teaching of STEM related subjects in secondary schools,Windle International,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,12453,6234,NA,NA,Refugees,18687,NA,eie_5ws_september LZO.xlsx,NA,KE023,1. Access ECD spaces/schools,18687
September,UNICEF,United Nations,PROSPECTS,Education,ECE,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Children and youth accessing ECD spaces/schools in drought affected areas,Finn Church Aid,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,2521,2251,NA,NA,Refugees,4772,Learners enrolled across the 6 ECE centres.,eie_5ws_september LZO.xlsx,NA,KE023,1. Access ECD spaces/schools,4772
September,UNICEF,United Nations,PROSPECTS,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Children and youth accessing ECD spaces/schools in drought affected areas,Finn Church Aid,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,9911,7368,NA,NA,Refugees,17279,Learners enrolled across the 6 primary schools.,eie_5ws_september LZO.xlsx,6,KE023,1. Access ECD spaces/schools,17279
September,UNICEF,United Nations,PROSPECTS,Education,Secondary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Junior Secondary learners supported to access education,Finn Church Aid,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,929,548,NA,NA,Refugees,1477,Junior Secondary learners supported to access schools,eie_5ws_september LZO.xlsx,6,KE023,1. Access ECD spaces/schools,1477
September,UNICEF,United Nations,PROSPECTS,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",BOMs participating in quarterly review meeting aimed at enhancing their participation in the management of schools.,Finn Church Aid,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,44,36,Refugees,80,BOMs participating in the reflection sessions across the primary schools,eie_5ws_september LZO.xlsx,6,KE023,5. Educators resilience enhancing,80
September,UNICEF,United Nations,PROSPECTS,Education,ECE,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",ECE parents trained on mental health and PSS,Finn Church Aid,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,25,125,Refugees,150,ECD Parents training on mental health and that of their children during a crisis and how to enhance ECD enrolment.,eie_5ws_september LZO.xlsx,6,KE023,5. Educators resilience enhancing,150
September,UNICEF,United Nations,PROSPECTS,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",primary parents trained on mental health and that of their children during a crisis.,Finn Church Aid,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,66,104,Refugees,170,Primary parents training on mental health and that of their children during a crisis and how to enhance ECD enrolment.,eie_5ws_september LZO.xlsx,6,KE023,5. Educators resilience enhancing,170
September,Jesuit Refugee Service,International NGO,UNHCR,Education,Secondary,indicator 4 # of schools with adequate quantities of safe water for drinking and personal hygiene,Construction of 1 block of 6 - door Gender Responsive latrine ongoing,Jesuit Refugee Service,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,796,375,1646,1003,Refugees,3820,NA,eie_5ws_september LZO.xlsx,1,KE023,"4. Safe water, personal hygiene",0
September,Jesuit Refugee Service,International NGO,UNHCR,Education,Secondary,indicator 3 # of learners and teachers reached with learning and  teaching materials,"Provision of access to inclusive Secondary Education, distrubution of learning materials",Jesuit Refugee Service,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,2795,1613,7035,3458,Refugees,14901,NA,eie_5ws_september LZO.xlsx,1,KE023,3. Teaching materials,0
September,Jesuit Refugee Service,International NGO,Sports for Peace,Education,Secondary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Training 0f 30 Guidandance and Counselling teachers,Jesuit Refugee Service,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,10,20,Refugees,30,NA,eie_5ws_september LZO.xlsx,1,KE023,5. Educators resilience enhancing,30
September,Finn Church Aid,International NGO,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Children and youth accessing ECD spaces/schools in drought affected areas,Finn Church Aid,Samburu,Samburu East,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,26,28,NA,NA,Vulnerable Residents,54,NA,eie_5ws_september LZO.xlsx,14,KE025,1. Access ECD spaces/schools,54
September,Special Olympics Kenya,National NGO,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Children and youth accessing ECD spaces/schools in drought affected areas,Special Olympics Kenya,Samburu,Samburu North,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,5,9,NA,NA,Persons with Disabilities,14,Children with disabilities enrolled,eie_5ws_september LZO.xlsx,2,KE025,1. Access ECD spaces/schools,14
September,Save the Children,International NGO,EAC,Education,Primary,"indicator 5.2 # of BoM trained on any programme, including resilience",BOM members trained on school based plans and sustainability,Save the Children,Turkana,Turkana North,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,56,10,Vulnerable Residents,66,NA,eie_5ws_september LZO.xlsx,18,KE023,5. Educators resilience enhancing,66
September,Save the Children,International NGO,EAC,Education,Primary,"indicator 5.3 # of government officials trained on any programme, including resilience",Education officers capacity built to monitor  and support teachers on mentorship,Save the Children,Turkana,Turkana North,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,7,2,Vulnerable Residents,9,NA,eie_5ws_september LZO.xlsx,18,KE023,5. Educators resilience enhancing,9
September,Save the Children,International NGO,EAC,Education,Primary,"indicator 5.1 # of teachers trained on any programme, including resilience",Teachers trained on inclusive education,Save the Children,Turkana,Turkana North,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,51,8,Vulnerable Residents,59,NA,eie_5ws_september LZO.xlsx,18,KE023,5. Educators resilience enhancing,59
September,Life Skills Promoters,National NGO,EAC,Education,Primary,"indicator 5.3 # of government officials trained on any programme, including resilience",Education officers capacity built on DAA,Lifeskills Promoters,Turkana,Turkana Central,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,6,0,Vulnerable Residents,6,NA,eie_5ws_september LZO.xlsx,NA,KE023,5. Educators resilience enhancing,6
September,Life Skills Promoters,National NGO,EAC,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Mentorship sessions for students,Lifeskills Promoters,Turkana,Loima,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,53,52,NA,NA,Vulnerable Residents,105,NA,eie_5ws_september LZO.xlsx,100,KE023,6. Children resilience enhancing,105
September,Finn Church Aid,International NGO,EAC,Education,Primary,"indicator 5.3 # of government officials trained on any programme, including resilience",CSO supported on school monitoring,Finn Church Aid,West Pokot,Pokot Central,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,43,54,Vulnerable Residents,97,NA,eie_5ws_september LZO.xlsx,16,KE024,5. Educators resilience enhancing,97
September,Finn Church Aid,International NGO,EAC,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Girls supported with psychosocial skills,Finn Church Aid,West Pokot,Pokot Central,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,130,NA,NA,Vulnerable Residents,130,NA,eie_5ws_september LZO.xlsx,1,KE024,6. Children resilience enhancing,130
September,Special Olympics Kenya,National NGO,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Children and youth accessing ECD spaces/schools in drought affected areas,Special Olympics Kenya,West Pokot,Pokot Central,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,244,165,NA,NA,Persons with Disabilities,409,NA,eie_5ws_september LZO.xlsx,20,KE024,1. Access ECD spaces/schools,409
September,Save the Children,International NGO,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Children and youth accessing ECD spaces/schools in drought affected areas,Save the Children,Turkana,Turkana North and Kibish,2023-08-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,3141,2740,NA,NA,Vulnerable Residents,5881,OOSC uploaded on DAA,eie_5ws_september LZO.xlsx,45,KE023,1. Access ECD spaces/schools,5881
September,Finn Church Aid,International NGO,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Children and youth accessing ECD spaces/schools in drought affected areas,Finn Church Aid,West Pokot,"Pokot Central, Pokot North",2023-08-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,2778,2587,NA,NA,Vulnerable Residents,5365,OOSC uploaded on DAA,eie_5ws_september LZO.xlsx,50,KE024,1. Access ECD spaces/schools,5365
April,Population Council,International NGO,Wellspring Philanthropic Fund,Education,All Basic Education,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Household visits coupled with school re-entry policy sensitization (of families and schools) to foster out-of-school parenting and pregnant girls' return to school,Homa Bay County,Homa Bay,All subcounties,2022-01-01T00:00:00Z,2022-04-01T00:00:00Z,Completed,301,401,4000,1000,Vulnerable Residents,5702,NA,eie_5ws_september LZO.xlsx,NA,KE043,1. Access ECD spaces/schools,5702
September,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,chilldren were supported with accelerated education program to catch to ensure their placement in the right grade,Finn Church Aid,Marsabit,Saku,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,43,49,NA,NA,NA,92,NA,EiE_5ws_tempate Septmber29092023.xlsx,60,KE010,1. Access ECD spaces/schools,92
September,UNICEF,United Nations,EAC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Teachers and Education officers were trained on mentsohip activties to support newly enrolled leaners and mitigate agianst school drop out,Finn Church Aid,Marsabit,Mandera East,NA,2023-09-01T00:00:00Z,Completed,20,2,NA,NA,NA,22,NA,EiE_5ws_tempate Septmber29092023.xlsx,60,KE010,5. Educators resilience enhancing,22
September,UNICEF,United Nations,EAC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",School BOM trained on implmentation of sustaibility plans,County Director of Education Wajir,Wajir,"Wajir East, West, and Wajir South",NA,2023-09-01T00:00:00Z,Completed,41,7,NA,NA,NA,48,NA,EiE_5ws_tempate Septmber29092023.xlsx,80,KE008,5. Educators resilience enhancing,48
September,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Moblization of out of school children was done in 2 sub counties of Tana Delta and Tana North to increase school enrolment,Tana North and Tana Delta,Tana River,Tana North and Tana Delta,NA,2023-09-01T00:00:00Z,Completed,200,195,NA,NA,NA,395,NA,EiE_5ws_tempate Septmber29092023.xlsx,60,KE004,1. Access ECD spaces/schools,395
September,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,chilldren were supported with accelerated education program to catch to ensure their placement in the right grade,Tana North and Tana Delta,Tana River,Tana Delta,NA,2023-09-01T00:00:00Z,Completed,18,28,NA,NA,NA,46,NA,EiE_5ws_tempate Septmber29092023.xlsx,20,KE004,1. Access ECD spaces/schools,46
April,Population Council,International NGO,Wellspring Philanthropic Fund,Education,All Basic Education,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Household visits coupled with school re-entry policy sensitization (of families and schools) to foster out-of-school parenting and pregnant girls' return to school,Homa Bay County,Homa Bay,All subcounties,2022-01-01T00:00:00Z,2022-04-01T00:00:00Z,Completed,301,401,4000,1000,Vulnerable Residents,5702,NA,EiE_5ws_tempate Septmber29092023.xlsx,NA,KE043,1. Access ECD spaces/schools,5702
September,Food for the Hungry,International NGO,FHUSA,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of cooking pans and hygienic cups,Food for the Hungry,Meru,Buuri,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,533,458,NA,NA,Vulnerable Residents,991,NA,eie_5ws_tempate_FHK September.xlsx,22,KE012,2. Feeding programmes,991
September,Food for the Hungry,International NGO,FHUSA,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of cooking pans and hygienic cups,Food for the Hungry,Meru,Tigania West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,129,111,NA,NA,Vulnerable Residents,240,NA,eie_5ws_tempate_FHK September.xlsx,5,KE012,2. Feeding programmes,240
September,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of funds for school food,Food for the Hungry,Meru,Buuri,2023-09-01T00:00:00Z,2023-10-01T00:00:00Z,Completed,2363,2242,107,194,Vulnerable Residents,4906,NA,eie_5ws_tempate_FHK September.xlsx,21,KE012,2. Feeding programmes,4906
September,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of funds for school food,Food for the Hungry,Meru,Tigania West,2023-09-01T00:00:00Z,2023-10-01T00:00:00Z,Completed,381,380,27,24,Vulnerable Residents,812,NA,eie_5ws_tempate_FHK September.xlsx,4,KE012,2. Feeding programmes,812
September,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Rennovation of 5 classrooms,Food for the Hungry,Meru,Buuri,2023-07-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,258,273,10,20,Vulnerable Residents,561,NA,eie_5ws_tempate_FHK September.xlsx,2,KE012,1. Access ECD spaces/schools,561
September,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of food for ECDE learners,Food for the Hungry,Marsabit,Saku,2023-08-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,1549,1489,26,46,Vulnerable Residents,3110,NA,eie_5ws_tempate_FHK September.xlsx,37,KE010,2. Feeding programmes,3110
September,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 4 # of schools with adequate quantities of safe water for drinking and personal hygiene,Water trucking 10000 liters per school,Food for the Hungry,Marsabit,Saku,2023-08-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,1384,1454,41,22,Vulnerable Residents,2901,NA,eie_5ws_tempate_FHK September.xlsx,10,KE010,"4. Safe water, personal hygiene",0
September,Food for the Hungry,International NGO,FHUSA,Education,Secondary,indicator 3 # of learners and teachers reached with learning and  teaching materials,Lab materials and work spaces,Food for the Hungry,Marsabit,Saku,2023-08-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,283,331,3,1,Vulnerable Residents,618,NA,eie_5ws_tempate_FHK September.xlsx,3,KE010,3. Teaching materials,0
September,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 4 # of schools with adequate quantities of safe water for drinking and personal hygiene,Provision of 10000l PVC water tanks,Food for the Hungry,Marsabit,North Horr,2023-08-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,946,741,59,24,Vulnerable Residents,1770,NA,eie_5ws_tempate_FHK September.xlsx,6,KE010,"4. Safe water, personal hygiene",0
September,Food for the Hungry,International NGO,FHUSA,Education,Secondary,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of school foood,Food for the Hungry,Marsabit,Moyale,2023-07-01T00:00:00Z,2023-10-01T00:00:00Z,Completed,40,44,NA,NA,Vulnerable Residents,84,NA,eie_5ws_tempate_FHK September.xlsx,1,KE010,2. Feeding programmes,84
September,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of school foood,Food for the Hungry,Marsabit,Moyale,2023-07-01T00:00:00Z,2023-10-01T00:00:00Z,Completed,216,193,NA,NA,Vulnerable Residents,409,NA,eie_5ws_tempate_FHK September.xlsx,2,KE010,2. Feeding programmes,409
August,Food for the Hungry,International NGO,FHUK,Education,ECE,indicator 3 # of learners and teachers reached with learning and  teaching materials,Provision of pre-primary work books and rubrics,Food for the Hungry,Meru,Buuri East,2023-01-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,331,350,0,34,Vulnerable Residents,715,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,17,KE012,3. Teaching materials,0
August,Food for the Hungry,International NGO,FHUK,Education,ECE,indicator 3 # of learners and teachers reached with learning and  teaching materials,Provision of pre-primary work books and rubrics,Food for the Hungry,Meru,Tigania West,2023-01-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,89,94,0,11,Vulnerable Residents,194,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,5,KE012,3. Teaching materials,0
August,Food for the Hungry,International NGO,FHUK,Education,ECE,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Rennovation of Pre-primary classrooms,Food for the Hungry,Meru,Buuri East,2023-06-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,56,61,2,12,Vulnerable Residents,131,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,2,KE012,1. Access ECD spaces/schools,131
August,Food for the Hungry,International NGO,FHUK,Education,Secondary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Life skills training and talent mentorship,Food for the Hungry,Meru,Buuri East,2023-01-01T00:00:00Z,2023-07-01T00:00:00Z,Completed,56,41,6,8,Vulnerable Residents,111,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,1,KE012,6. Children resilience enhancing,111
August,Food for the Hungry,International NGO,FHUSA,Education,Secondary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Provision of funds for school feeding,Food for the Hungry,Meru,Buuri East,2023-04-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,56,41,6,8,Vulnerable Residents,111,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,1,KE012,1. Access ECD spaces/schools,111
August,Food for the Hungry,International NGO,FHUSA,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Development of school farms for school feeding,Food for the Hungry,Meru,Buuri East,2023-01-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,411,380,15,15,Vulnerable Residents,821,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,6,KE012,2. Feeding programmes,821
August,Food for the Hungry,International NGO,FHUSA,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Development of school farms for school feeding,Food for the Hungry,Meru,Tigania West,2023-01-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,212,301,10,15,Vulnerable Residents,538,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,2,KE012,2. Feeding programmes,538
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of funds for school feeding,Food for the Hungry,Meru,Buuri,2023-01-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,2611,2509,125,210,Vulnerable Residents,5455,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,23,KE012,2. Feeding programmes,5455
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of funds for school feeding,Food for the Hungry,Meru,Tigania West,2023-01-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,373,388,32,31,Vulnerable Residents,824,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,4,KE012,2. Feeding programmes,824
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Board of management training follow up,Food for the Hungry,Marsabit,North Horr,2023-02-01T00:00:00Z,2023-05-01T00:00:00Z,Completed,0,0,16,2,Vulnerable Residents,18,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,6,KE010,5. Educators resilience enhancing,18
August,Food for the Hungry,International NGO,FHUSA,Education,ECE,indicator 3 # of learners and teachers reached with learning and  teaching materials,Followup on Early childhood Education training follow up,Food for the Hungry,Marsabit,North Horr,2023-01-01T00:00:00Z,2023-05-01T00:00:00Z,Completed,0,0,9,5,Vulnerable Residents,14,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,6,KE010,3. Teaching materials,0
